NAME,ADDRESS,CITY,STATE,ZIP,TYPE,LATITUDE,LONGITUDE,WEBSITE,TTL_STAFF,BEDS,TRAUMA,HELIPAD,IP Address,No of Access Points connected,Patients,Suggestive_Factor,Recommended
HANOVER HOSPITAL,205 S HANOVER STREET,HANOVER,KS,66945,CRITICAL ACCESS,39.89110493,-96.875143807,NOT AVAILABLE,55,25,0.8458938704549240,0,202.145.142.24,169,149,0.4539140087827070,No
HAYS MEDICAL CENTER,2220 CANTERBURY DRIVE,HAYS,KS,67601,GENERAL ACUTE CARE,38.880565501,-99.2960939499999,http://www.haysmed.com,63,172,0.3314458696680310,0,206.197.237.129,100,80,1.0122854348340200,Yes
HEARTLAND SURGICAL SPEC HOSPITAL,4901 COLLEGE BOULEVARD,OVERLAND PARK,KS,66221,GENERAL ACUTE CARE,38.9328839070001,-94.651242182,http://www.hssh.org,149,48,0.23105246814765300,0,120.253.100.7,195,175,0.23229358101260200,No
HERINGTON MUNICIPAL HOSPITAL,100 E HELEN STREET,HERINGTON,KS,67449,CRITICAL ACCESS,38.680102005,-96.942265079,http://www.heringtonhospital.org,144,25,0.8825938898195690,1,92.1.172.245,59,39,2.1247288975725100,Yes
HILLSBORO COMMUNITY HOSPITAL,701 S MAIN STREET,HILLSBORO,KS,67063,CRITICAL ACCESS,38.3447802580001,-97.2048385429999,http://www.hchks.com,150,15,0.2518189584772250,1,78.235.43.220,54,34,1.5990928702420700,Yes
HUTCHINSON REGIONAL MEDICAL CENTER INC,1701 E 23RD AVENUE,HUTCHINSON,KS,67502,GENERAL ACUTE CARE,38.0776338650001,-97.892043845,http://www.promiseregional.com,75,213,0.16182710021819500,1,230.3.58.0,47,27,11.537703673565900,Yes
JEWELL COUNTY HOSPITAL,100 CRESTVUE AVE,MANKATO,KS,66956,CRITICAL ACCESS,39.786219681,-98.199830342,http://jewellcountyhospital.com,50,25,0.041996403885926700,1,123.97.52.152,20,0,inf,Yes
KANSAS CITY ORTHOPAEDIC INSTITUTE,3651 COLLEGE BLVD,LEAWOOD,KS,66211,GENERAL ACUTE CARE,38.926686062,-94.62820229,http://www.kcoi.com,143,25,0.3699170693703800,1,102.116.160.99,58,38,1.922839421111780,Yes
KIOWA DISTRICT HOSPITAL,810 DRUMM STREET,KIOWA,KS,67070,GENERAL ACUTE CARE,37.0151105300001,-98.4836172129999,NOT AVAILABLE,40,58,0.8704591083697940,1,43.180.63.38,109,89,1.0816757099733100,Yes
LABETTE HEALTH,1902 SOUTH US HWY 59,PARSONS,KS,67357,GENERAL ACUTE CARE,37.3210807340001,-95.2644563759999,http://www.labettehealth.com,117,55,0.9384660790504990,0,246.54.57.57,83,63,1.2798906358971300,Yes
LANE COUNTY HOSPITAL,"235 WEST VINE, PO BOX 969",DIGHTON,KS,67839,CRITICAL ACCESS,38.4804680710001,-100.469153806,http://www.lchospital.com,67,17,0.6514866398973690,0,118.31.86.188,142,122,0.3640058837756130,No
LARNED STATE HOSPITAL,1301 KS HIGHWAY 264,LARNED,KS,67550,GENERAL ACUTE CARE,38.171490008,-99.15095108,http://www.larnedstatehospital.org,70,613,0.905166791929208,1,195.141.223.240,52,32,21.904731833464600,Yes
LINCOLN COUNTY HOSPITAL,624 N SECOND,LINCOLN,KS,67455,CRITICAL ACCESS,39.045411836,-98.143890584,http://www.lchospital.org/,125,14,0.6238173766735530,0,126.65.64.93,145,125,0.3679086883367760,No
LINDSBORG COMMUNITY HOSPITAL,605 W LINCOLN STREET,LINDSBORG,KS,67456,CRITICAL ACCESS,38.572953978,-97.68353216,http://www.lindsborghospital.org,147,25,0.2782221465694870,0,218.86.182.229,190,170,0.20269238816363600,No
MANHATTAN SURGICAL HOSPITAL LLC,1829 COLLEGE AVENUE,MANHATTAN,KS,66502,GENERAL ACUTE CARE,39.202768028,-96.5990271759999,http://www.manhattansurgical.com,104,13,0.8265794471828580,1,193.228.85.30,39,19,2.7858659008767500,Yes
MEADE DISTRICT HOSPITAL,510 E CARTHAGE,MEADE,KS,67864,CRITICAL ACCESS,37.286599617,-100.33408992,http://www.meadehospital.com,42,20,0.0149225713732285,1,151.153.233.101,165,145,0.5274375044737730,No
MEADOWBROOK REHABILITATION HOSPITAL,427 WEST MAIN STREET,GARDNER,KS,66030,REHABILITATION,38.8099679250001,-94.937864105,http://www.meadowbrookrehab.com,86,54,0.757328820730512,0,114.32.40.51,156,136,0.5042050678047020,No
MEDICINE LODGE MEMORIAL HOSPITAL,710 N WALNUT STREET,MEDICINE LODGE,KS,67104,CRITICAL ACCESS,37.289174637,-98.5772441669999,http://mlmh.net/,96,25,0.11849788613275200,1,93.43.91.34,141,121,0.6412105577101840,No
MEMORIAL HOSPITAL,511 NE 10TH ST,ABILENE,KS,67410,CRITICAL ACCESS,38.9253529430001,-97.205967254,http://www.mhsks.org,117,112,0.4738280975140790,0,143.227.88.165,118,98,0.919129792197273,No
MERCY HOSPITAL,218 E PACK ST,MOUNDRIDGE,KS,67107,GENERAL ACUTE CARE,38.2052811360001,-97.516893114,http://www.mercyh.org/,56,21,0.05526997874597130,0,83.252.170.74,86,66,0.16262121526830200,No
MERCY HOSPITAL COLUMBUS,220 N PENNSYLVANIA AVENUE,COLUMBUS,KS,66725,CRITICAL ACCESS,37.172567671,-94.84313905,https://www.mercy.net/practice/mercy-hospital-columbus,105,18,0.7054076373386840,0,238.56.32.179,186,166,0.38699762038221700,No
MERCY HOSPITAL INDEPENDENCE,800 WEST MYRTLE STREET,INDEPENDENCE,KS,67301,GENERAL ACUTE CARE,37.2247786340001,-95.7167264559999,http://www.mercykansas.com,136,40,0.03869488544861200,1,56.162.247.61,69,49,1.6522087505127300,Yes
MIAMI COUNTY MEDICAL CENTER,2100 BAPTISTE DRIVE,PAOLA,KS,66071,GENERAL ACUTE CARE,38.5693179310001,-94.849064702,http://www.olathehealth.org,80,18,0.9766694133593010,1,121.93.74.13,150,130,1.0309382569755100,Yes
MINNEOLA DISTRICT HOSPITAL,212 MAIN,MINNEOLA,KS,67865,GENERAL ACUTE CARE,37.4415276280001,-100.013320208,http://www.minneolahealthcare.com,61,54,0.13947170031403600,1,92.66.216.201,67,47,1.3153220882738100,Yes
MORRIS COUNTY HOSPITAL,600 N WASHINGTON ST,COUNCIL GROVE,KS,66846,CRITICAL ACCESS,38.6658171460001,-96.499643872,http://www.mrcohosp.com,67,25,0.31519643356635600,1,80.233.185.228,136,116,0.7198381097677200,No
OSWEGO COMMUNITY HOSPITAL,800 BARKER DRIVE,OSWEGO,KS,67356,GENERAL ACUTE CARE,37.1598181850001,-95.1101764859999,http://www.oswegocommunityhospital.com,139,12,0.8312199827959550,1,225.165.45.227,65,45,1.3274618432498300,Yes
OVERLAND PARK REG MED CTR,10500 QUIVIRA ROAD,OVERLAND PARK,KS,66215,GENERAL ACUTE CARE,38.937464203,-94.726414012,http://www.oprmc.com,123,276,0.43067234662021400,1,217.45.246.154,44,24,30.184086173310100,Yes
PAWNEE VALLEY COMMUNITY HOSPITAL,923 CARROLL AVENUE,LARNED,KS,67550,CRITICAL ACCESS,38.1843346410001,-99.1074824899999,http://www.pawneevalleyhospital.com,149,25,0.23888330405226100,0,28.71.119.254,119,99,0.3094732814516990,No
PHILLIPS COUNTY HOSPITAL,1150 STATE STREET,PHILLIPSBURG,KS,67661,GENERAL ACUTE CARE,39.755329024,-99.313231789,http://www.phillipshospital.org,150,25,0.9104834765647830,1,58.182.106.197,180,160,1.0284839257823900,Yes
PRAIRIE VIEW INC,"1901 E FIRST STREET, PO BOX 467",NEWTON,KS,67114,GENERAL ACUTE CARE,38.0402765640001,-97.3130789639999,http://www.prairieview.org,122,38,0.0096780565572967,1,105.44.99.43,79,59,1.1707396315535700,Yes
PRATT REGIONAL MEDICAL CENTER,200 COMMODORE ST,PRATT,KS,67124,GENERAL ACUTE CARE,37.6445001870001,-98.729283513,http://www.prmc.org,98,85,0.689140475629661,0,244.2.170.111,41,21,9.789014682259280,Yes
PROVIDENCE MEDICAL CENTER,8929 PARALLEL PARKWAY,KANSAS CITY,KS,66112,GENERAL ACUTE CARE,39.1266564370001,-94.7867027409999,http://www.providence-health.org,145,400,0.8811581663428640,1,50.18.0.91,36,16,114.22182908317100,Yes
RAWLINS COUNTY HEALTH CENTER,707 GRANT ST,ATWOOD,KS,67730,CRITICAL ACCESS,39.8138896040001,-101.038342587,http://www.rchc.us,124,24,0.5980647900939060,0,140.104.232.242,87,67,0.6305093386869620,No
REHABILIATION HOSPITAL OF OVERLAND PARK,5100 INDIAN CREEK PARKWAY,OVERLAND PARK,KS,66207,REHABILITATION,38.93545055,-94.644655375,http://postacutemedical.com/our-facilities/outpatient-rehabilitation/rehabilitation-hospital-overland-park/,72,45,0.7432031706690390,0,150.121.250.50,31,11,13.760031337400600,Yes
REPUBLIC COUNTY HOSPITAL,2420 G STREET,BELLEVILLE,KS,66935,CRITICAL ACCESS,39.817248276,-97.637306243,http://www.rphospital.org,108,63,0.5302375465328640,1,55.16.196.13,185,165,0.8900774509523830,No
ROOKS COUNTY HEALTH CENTER,1210 NORTH WASHINGTON,PLAINVILLE,KS,67663,GENERAL ACUTE CARE,39.2475649460001,-99.2964624419999,http://www.rookscountyhealthcenter.com,64,20,0.15829202774496200,1,14.157.61.184,178,158,0.6047829310331920,No
RUSH COUNTY MEMORIAL HOSPITAL,801 LOCUST ST,LA CROSSE,KS,67548,CRITICAL ACCESS,38.5305423080001,-99.317027109,http://www.rushcountymemorialhospital.com,59,36,0.22521654451355500,1,75.172.200.136,33,13,6.896631940895830,Yes
RUSSELL REGIONAL HOSPITAL,200 S MAIN STREET,RUSSELL,KS,67665,GENERAL ACUTE CARE,38.8827571160001,-98.859704575,http://www.russellhospital.org,68,46,0.9087569065693970,1,231.29.241.198,98,78,1.2114461718908800,Yes
SABETHA COMMUNITY HOSPITAL,14TH & OREGON,SABETHA,KS,66534,GENERAL ACUTE CARE,39.8989295380001,-95.8081223089999,http://www.sabethahospital.com,112,25,0.15772590026303100,1,205.94.147.161,46,26,2.649868867291280,Yes
SAINT JOHN HOSPITAL,3500 SOUTH 4TH STREET,LEAVENWORTH,KS,66048,GENERAL ACUTE CARE,39.2826199790001,-94.903338844,http://www.stjohnleavenworth.com/,139,76,0.6813823292634370,1,2.89.180.11,185,165,1.0347040204627600,Yes
SAINT LUKE'S CUSHING HOSPITAL,711 MARSHALL STREET,LEAVENWORTH,KS,66048,GENERAL ACUTE CARE,39.30731117,-94.918346317,https://www.saintlukeshealthsystem.org/location/cushingmemorial- hospital,114,54,0.260547614022999,0,211.204.171.17,99,79,0.6234640008906860,No
SAINT LUKE'S SOUTH HOSPITAL,12300 METCALF AVENUE,OVERLAND PARK,KS,66213,GENERAL ACUTE CARE,38.90396961,-94.66903502,http://www.saint-lukes.org,123,110,0.28837400578352800,0,255.196.206.39,81,61,1.9622466642731100,Yes
SALINA REGIONAL HEALTH CENTER,400 SOUTH SANTA FE AVENUE,SALINA,KS,67401,GENERAL ACUTE CARE,38.8334336990001,-97.6100313479999,http://www.srhc.com,49,198,0.7167226030395970,1,72.12.84.183,123,103,1.3156145770405800,Yes
SALINA SURGICAL HOSPITAL,401 SOUTH SANTA FE AVENUE,SALINA,KS,67401,SPECIAL,38.833613346,-97.608446627,http://www.salinasurgical.com/,63,16,0.07957136514730930,1,73.210.251.124,64,44,0.8001162610860510,No
SATANTA DISTRICT HOSPITAL,401 CHEYENNE AVE,SATANTA,KS,67870,GENERAL ACUTE CARE,37.437092916,-100.986562879,http://www.satantahospital.org,47,13,0.8333969703248190,1,44.7.87.13,154,134,0.9337122967017280,No
SCOTT COUNTY HOSPITAL,201 SOUTH COLLEGE ST,SCOTT CITY,KS,67871,GENERAL ACUTE CARE,38.484885261,-100.903889373,http://www.scotthospital.net,84,25,0.7596287595764650,0,194.54.126.25,154,134,0.4382906551279520,No
SEDAN CITY HOSPITAL,300 NORTH STREET,SEDAN,KS,67361,GENERAL ACUTE CARE,37.133882219,-96.189117916,NOT AVAILABLE,140,25,0.26234199704973500,1,132.178.222.184,164,144,0.7155652886483240,No
SOUTHWEST MEDICAL CENTER,315 WEST 15TH STREET,LIBERAL,KS,67901,GENERAL ACUTE CARE,37.0566830760001,-100.926788287,http://www.swmedcenter.com,98,101,0.4612071409855110,1,33.157.244.141,191,171,0.8998522281994000,No
VIA CHRISTI HOSPITAL PITTSBURG INC,1 MT CARMEL WAY,PITTSBURG,KS,66762,GENERAL ACUTE CARE,37.3801585480001,-94.6846294969999,http://www.viachristi.org,79,111,0.131820206164874,0,248.221.124.192,108,88,0.6320903716774780,No
WESLEY MEDICAL CENTER,550 N HILLSIDE ST,WICHITA,KS,67214,GENERAL ACUTE CARE,37.6949930320001,-97.297903461,http://www.wesleymc.com,98,595,0.6368775121018820,0,70.38.244.219,122,102,3.120726337750290,Yes
WESLEY REHABILITATION HOSPITAL,8338 WEST 13TH STREET,WICHITA,KS,67212,REHABILITATION,37.709581837,-97.438822769,http://www.wesleyrehabhospital.com,130,65,0.11857268454289100,0,58.106.35.40,48,28,5.448316954516340,Yes
WESLEY WOODLAWN HOSPITAL,2610 NORTH WOODLAWN,WICHITA,KS,67220,SPECIAL,37.7312246490001,-97.260581969,http://wesleymc.com/location/wesley-woodlawn-hospital,84,82,0.974997411634132,1,115.27.219.46,98,78,1.5535736565074000,Yes
WESTERN PLAINS MEDICAL COMPLEX,3001 AVENUE A,DODGE CITY,KS,67801,GENERAL ACUTE CARE,37.786276253,-100.017405482,http://www.westernplainsmc.com,90,99,0.30972489312865500,0,155.187.55.41,135,115,0.4917244503450460,No
WICHITA COUNTY HEALTH CENTER,211 E EARL STREET,LEOTI,KS,67861,GENERAL ACUTE CARE,38.475344482,-101.355078305,http://www.wichitacountyhealthcenter.com,90,37,0.6211860588623830,1,248.232.73.171,63,43,1.7110797790255700,Yes
BENEFIS HEALTH CARE (EAST CAMPUS),1101 26TH ST S,GREAT FALLS,MT,59405,GENERAL ACUTE CARE,47.491601164,-111.260967555,www.benefis.org,130,332,0.8868274060035170,0,122.126.242.33,142,122,1.8932927677692900,Yes
BARRETT HOSPITAL & HEALTHCARE,600 HWY 91 SOUTH,DILLON,MT,59725,CRITICAL ACCESS,45.206883582,-112.642600512,http://www.barretthospital.org,40,25,0.5564735346658970,0,12.13.212.44,128,108,0.32110370834803800,No
BEARTOOTH BILLINGS CLINIC,2525 N BROADWAY,RED LODGE,MT,59068,CRITICAL ACCESS,45.2122706960001,-109.243881037,http://www.beartoothbillingsclinic.org,144,10,0.06132614487735440,0,217.101.195.56,113,93,0.11390969054481700,No
BIG HORN COUNTY MEMORIAL HOSPITAL,17 N MILES,HARDIN,MT,59034,CRITICAL ACCESS,45.728916719,-107.616532733,http://www.bighornhospital.org,129,61,0.8352651346848130,1,101.188.65.156,10,-10,40.26263256734240,Yes
BIG SANDY MEDICAL CENTER,166 MONTANA AVENUE EAST,BIG SANDY,MT,59520,CRITICAL ACCESS,48.1787907300001,-110.108756503,http://www.bsmc.org,138,30,0.6923279684421270,1,81.92.210.82,79,59,1.4408206920636400,Yes
BOZEMAN HEALTH BIG SKY MEDICAL CENTER,334 TOWN CENTER AVENUE,BIG SKY,MT,59716,GENERAL ACUTE CARE,45.2603821270001,-111.300931219,https://www.bigskymedicalcenter.com/,135,4,0.07681444378081610,1,243.130.101.12,53,33,0.7863411061879290,No
CENTRAL MONTANA MEDICAL CENTER,408 WENDELL AVE,LEWISTOWN,MT,59457,CRITICAL ACCESS,47.058594214,-109.44395402,http://www.cmmccares.com,57,90,0.3386110106630740,1,65.252.64.247,57,37,2.5429358924754400,Yes
CLARK FORK VALLEY HOSPITAL,10 KRUGER RD,PLAINS,MT,59859,CRITICAL ACCESS,47.468472665,-114.88818837,http://www.cfvh.org,107,44,0.6137970484041960,1,188.121.68.136,35,15,11.269120746424300,Yes
COMMUNITY HOSPITAL OF ANACONDA,401 W PENNSYLVANIA AVE,ANACONDA,MT,59711,CRITICAL ACCESS,46.132692176,-112.956928711,http://www.communityhospitalofanaconda.org,128,87,0.24192030389124000,0,203.30.238.115,87,67,1.361325489437270,Yes
COMMUNITY MEDICAL CENTER INC,2827 FORT MISSOULA RD,MISSOULA,MT,59804,GENERAL ACUTE CARE,46.847378362,-114.047879538,http://www.communitymed.org,119,151,0.6371168393974530,0,218.192.35.174,121,101,1.1993054052883700,Yes
DAHL MEMORIAL HEALTHCARE ASSOCIATION,215 SANDY STREET,EKALAKA,MT,59324,CRITICAL ACCESS,45.887995506,-104.548493764,http://www.dahlmemorial.com,89,31,0.722099087009394,0,66.72.52.198,148,128,0.445247541551572,No
DANIELS MEMORIAL HOSPITAL,105 5TH AVENUE EAST,SCOBEY,MT,59263,CRITICAL ACCESS,48.7882463920001,-105.418244,http://www.danielsmemorialhealthcare.org,54,54,0.6517085994263700,1,118.69.103.98,113,93,0.9944287013781170,No
DEER LODGE MEDICAL CENTER,1100 HOLLENBACK LANE,DEER LODGE,MT,59722,CRITICAL ACCESS,46.4132780580001,-112.726830996,http://www.pcmh.org,114,16,0.5263048036455200,0,146.227.59.184,52,32,1.1537774018227600,Yes
FALLON MEDICAL COMPLEX HOSPITAL,202 S 4TH ST W,BAKER,MT,59313,CRITICAL ACCESS,46.3659592400001,-104.281203374,http://www.fallonmedical.org,104,40,0.9023326784750140,1,49.56.234.136,126,106,1.136285598760470,Yes
GARFIELD COUNTY HEALTH CENTER,332 LEAVITT AVENUE,JORDAN,MT,59337,CRITICAL ACCESS,47.318873012,-106.911255282,NOT AVAILABLE,44,24,0.8393997572121530,0,135.75.199.224,57,37,0.8053828588836510,No
GLENDIVE MEDICAL CENTER,202 PROSPECT DR,GLENDIVE,MT,59330,CRITICAL ACCESS,47.1174251570001,-104.703833618,http://www.gmc.org,94,96,0.9384232492144730,1,192.34.39.37,83,63,2.106021904274660,Yes
GRANITE COUNTY MEDICAL CENTER,310 SANSOME,PHILIPSBURG,MT,59858,CRITICAL ACCESS,46.3300722120001,-113.294163927,http://gcmedcenter.org/,147,9,0.46915122519819100,0,66.156.91.41,173,153,0.2628339747674920,No
HEALTH CENTER NORTHWEST,320 SUNNYVIEW LN,KALISPELL,MT,59901,GENERAL ACUTE CARE,48.2151668340001,-114.323273279,http://www.kalispellregional.org/,83,28,0.3518325871019590,1,20.17.173.28,140,120,0.7566107379954240,No
LIBERTY MEDICAL CENTER,315 W MADISON AVE,CHESTER,MT,59522,CRITICAL ACCESS,48.5100721690001,-110.972042078,http://www.libertymedicalcenter.org/,124,25,0.5564186936057740,0,6.236.0.218,123,103,0.424311712718619,No
LIVINGSTON HEALTHCARE,320 ALPENGLOW LANE,LIVINGSTON,MT,59047,CRITICAL ACCESS,45.6751528780001,-110.52679027,http://www.livingstonhealthcare.org/,59,25,0.5849626337174630,0,159.133.90.109,22,2,184.66748131685900,Yes
MADISON VALLEY MEDICAL CENTER,305 N MAIN ST,ENNIS,MT,59729,CRITICAL ACCESS,45.3517472170001,-111.732019001,http://www.mvhospital-clinic.com,80,10,0.7747755214090870,0,37.13.121.82,76,56,0.5149387811127070,No
LIVINGSTON HEALTHCARE,504 S 13TH ST,LIVINGSTON,MT,59047,GENERAL ACUTE CARE,45.6492691010001,-110.569287444,http://www.livingstonhealthcare.org,113,25,0.20789884811726800,0,216.232.239.42,189,169,0.1534049753348500,No
MARIAS MEDICAL CENTER,640 PARK AVE,SHELBY,MT,59474,CRITICAL ACCESS,48.509521459,-111.849615135,http://www.mmcmt.org,124,25,0.5252055705607990,1,53.213.245.130,160,140,0.8416844179334610,No
MCCONE COUNTY HEALTH CENTER,605 SULLIVAN AVE,CIRCLE,MT,59215,CRITICAL ACCESS,47.418848708,-105.580727241,http://www.mcconehealth.org/,63,25,0.26898963969816400,0,52.78.189.11,42,22,1.7615609355515600,Yes
MINERAL COMMUNITY HOSPITAL,1208 6TH AVE E,SUPERIOR,MT,59872,CRITICAL ACCESS,47.185267222,-114.876648226,http://www.mineralcommunityhospital.com/,149,25,0.9078085495977600,1,253.122.204.72,165,145,1.0424892926347900,Yes
MISSOURI RIVER MEDICAL CENTER,1501 ST CHARLES ST,FORT BENTON,MT,59442,CRITICAL ACCESS,47.820404468,-110.672275718,http://www.mrmcfb.org,91,52,0.7863940562027280,0,74.212.149.119,200,180,0.4662217194593890,No
MOUNTAINVIEW MEDICAL CENTER,16 W MAIN,WHITE SULPHUR,MT,59645,CRITICAL ACCESS,46.547875967,-110.904416859,http://www.mvmc.org,43,25,0.8710869356177110,1,242.85.13.41,101,81,1.0174669550821400,Yes
NORTH VALLEY HOSPITAL,1600 HOSPITAL WAY,WHITEFISH,MT,59937,CRITICAL ACCESS,48.3802769550001,-114.331343824,www.nvhosp.org,90,25,0.7863977865225250,0,22.124.195.136,86,66,0.6514633560711800,No
NORTHEAST MONTANA HEALTH SERVICES TRINITY HOSPITAL,315 KNAPP STREET,WOLF POINT,MT,59201,CRITICAL ACCESS,48.1013488680001,-105.641908358,http://nemontanahealthservices.homestead.com/,145,22,0.048886161906439600,0,168.37.225.52,45,25,2.57644308095322,Yes
PHILLIPS COUNTY HOSPITAL,311 S 8TH AVE E,MALTA,MT,59538,CRITICAL ACCESS,48.3578659940001,-107.859436292,http://www.phillipscountyhospital.com,135,6,0.815410052680145,0,63.222.235.241,171,151,0.4254674051831060,No
PIONEER MEDICAL CENTER - CAH,301 WEST 7TH AVENUE,BIG TIMBER,MT,59011,CRITICAL ACCESS,45.8282454600001,-109.95207155,http://pmcmt.org/,99,50,0.9660875767128130,1,10.191.68.20,196,176,1.0629443565382200,Yes
PONDERA MEDICAL CENTER,805 SUNSET BLVD,CONRAD,MT,59425,CRITICAL ACCESS,48.174487437,-111.958925205,http://www.ponderamedical.com,40,79,0.5325999837527780,0,54.147.38.218,90,70,0.5887489714682260,No
PRAIRIE COMMUNITY HOSPITAL,312 S ADAMS,TERRY,MT,59349,CRITICAL ACCESS,46.79113406,-105.315595935,http://www.prairiecommunityhospital.org/,105,22,0.2514709435533920,0,154.189.174.20,121,101,0.2389596654831950,No
ROOSEVELT MEDICAL CENTER,818 2ND AVE E,CULBERTSON,MT,59218,CRITICAL ACCESS,48.1514500960001,-104.514610409,http://www.roosmem.org,129,25,0.5554034762313840,0,121.62.60.234,58,38,1.3943914888082100,Yes
ROSEBUD HEALTH CARE CENTER HOSPITAL,383 N 17TH AVE,FORSYTH,MT,59327,CRITICAL ACCESS,46.2716893080001,-106.670366203,http://rosebudhealthcare.com/,64,55,0.8241728096409730,1,26.18.167.226,116,96,1.1030586270427100,Yes
SHERIDAN MEMORIAL HOSPITAL,440 W LAUREL AVE,PLENTYWOOD,MT,59254,CRITICAL ACCESS,48.7791842870001,-104.563276994,http://www.sheridanhospital.org,75,97,0.5274800417524480,1,154.12.201.2,69,49,2.2787337734793100,Yes
SHODAIR CHILDRENS HOSPITAL,2755 COLONIAL DR,HELENA,MT,59604,CHILDREN,46.5824289720001,-111.988892825,http://www.shodairhospital.org,59,20,0.09310081182325990,1,236.242.124.93,84,64,0.69059337466163,No
SIDNEY HEALTH CENTER,216 14TH AVE SW,SIDNEY,MT,59270,CRITICAL ACCESS,47.715088961,-104.173150842,http://www.sidneyhealth.org,80,118,0.8145778496962980,0,170.73.177.110,87,67,1.4587480471471000,Yes
ST LUKE COMMUNITY HOSPITAL - CAH,107 6TH AVE SW,RONAN,MT,59864,CRITICAL ACCESS,47.528676483,-114.107044691,http://www.stlukehealthnet.org,77,105,0.20803293064432900,1,206.249.145.50,109,89,1.1143686935761700,Yes
PROVIDENCE ST JOSEPH MEDICAL CENTER,6 13TH AVENUE E,POLSON,MT,59860,CRITICAL ACCESS,47.6821715070001,-114.162704924,http://montana.providence.org/hospitals/st-joseph/,82,22,0.7650380225590830,0,80.171.167.211,102,82,0.5166653527429560,No
ST PETERS HOSPITAL,2475 E BROADWAY ST,HELENA,MT,59601,GENERAL ACUTE CARE,46.582670035,-111.997438377,www.stpetes.org,83,123,0.5819841325195110,0,94.137.86.202,115,95,0.8565876341267910,No
STILLWATER HOSPITAL ASSOCIATION INC,710 NORTH 11TH ST,COLUMBUS,MT,59019,CRITICAL ACCESS,45.6431276820001,-109.259145807,http://www.billingsclinic.com,76,23,0.31019798175206200,1,19.72.105.150,163,143,0.697839467182941,No
GORYEB CHILDRENS CENTER,100 MADISON AVENUE,MORRISTOWN,NJ,7960,CHILDREN,40.7889371730001,-74.466203346,http://www.atlantichealth.org/goryeb/,52,657,0.6855822170987800,0,207.31.222.45,15,-5,683.6227911085490,Yes
WHEATLAND MEMORIAL HEALTHCARE,530 3RD ST NW,HARLOWTON,MT,59036,CRITICAL ACCESS,46.437328597,-109.841079313,http://www.wheatlandmemorial.org,77,25,0.6991427366914700,0,246.148.80.105,132,112,0.42630127906002100,No
ALLIANCE HEALTHCARE SYSTEM,1430 HIGHWAY 4 EAST,HOLLY SPRINGS,MS,38635,GENERAL ACUTE CARE,34.7870988670001,-89.4166594759999,http://www.alliancehealth.us,121,40,0.2676894506763710,1,234.175.129.218,118,98,0.8858230676955370,No
BAPTIST MEMORIAL HOSPITAL-BOONEVILLE,100 HOSPITAL STREET,BOONEVILLE,MS,38829,GENERAL ACUTE CARE,34.65778485,-88.56613194,http://www.bmhcc.org/booneville,74,114,0.6222612561957360,0,163.227.3.219,59,39,3.084306170504180,Yes
BAPTIST MEMORIAL HOSPITAL - CALHOUN,140 BURKE,CALHOUN CITY,MS,38916,GENERAL ACUTE CARE,33.8708531980001,-89.318373289,http://www.nmhs.net/calhoun_city,114,25,0.33597312959366600,1,96.107.118.248,104,84,0.869942347109758,No
BAPTIST MEMORIAL HOSPITAL - DESOTO,7601 SOUTHCREST PARKWAY,SOUTHAVEN,MS,38671,GENERAL ACUTE CARE,34.9698647450001,-89.998165681,http://www.baptistonline.org/desoto/,86,339,0.18892217696009900,1,155.211.27.41,125,105,1.9166379592283500,Yes
BAPTIST MEMORIAL HOSPITAL - GOLDEN TRIANGLE,2520 5TH STREET NORTH,COLUMBUS,MS,39705,GENERAL ACUTE CARE,33.525284909,-88.4278237939999,http://www.baptistonline.org/golden-triangle/,107,315,0.12973684189977700,1,86.18.135.106,74,54,6.344189408604210,Yes
BAPTIST MEMORIAL HOSPITAL - UNION COUNTY,200 HIGHWAY 30 WEST,NEW ALBANY,MS,38652,GENERAL ACUTE CARE,34.497832214,-89.0280674319999,http://www.baptistonline.org/union-county/,119,153,0.9514395465332450,0,187.248.128.102,168,148,0.8913287944499680,No
BEACHAM MEMORIAL HOSPITAL,205 NORTH CHERRY STREET,MAGNOLIA,MS,39652,GENERAL ACUTE CARE,31.1458664,-90.45959046,http://www.beachammemhos.com,109,37,0.7156969648686660,0,234.52.23.193,83,63,0.8659109666872930,No
BOLIVAR MEDICAL CENTER,901 E. SUNFLOWER ROAD,CLEVELAND,MS,38732,GENERAL ACUTE CARE,33.7489106210001,-90.708414472,http://www.bolivarmedical.com,49,165,0.8036406494632210,1,211.64.175.38,167,147,1.0888951546635800,Yes
BRENTWOOD BEHAVIORAL HEALTHCARE,3531 LAKELAND DRIVE,JACKSON,MS,39232,PSYCHIATRIC,32.3315968580001,-90.1002300439999,http://www.brentwoodjackson.com,71,107,0.2176474455545500,1,50.134.47.13,190,170,0.7402597089364450,No
BAPTIST MEMORIAL HOSPITAL - NORTH MS,2301 SOUTH LAMAR BOULEVARD,OXFORD,MS,38655,GENERAL ACUTE CARE,34.348820287,-89.5201989509999,http://www.baptistonline.org/north-mississippi/,87,217,0.1281459993732630,1,4.240.233.142,148,128,1.1402143571085100,Yes
