NAME,ADDRESS,CITY,STATE,ZIP,TYPE,COUNTRY,LATITUDE,LONGITUDE,WEBSITE,TTL_STAFF,BEDS,TRAUMA,HELIPAD,IP Address,No of Access Points connected,Patients,Suggestive_Factor,Recommended
WOODLANDS SPECIALTY HOSPITAL PLLC,25440 I 45 NORTH,THE WOODLANDS,TX,77386,GENERAL ACUTE CARE,USA,30.1309006860001,-95.443022576,http://woodlandsspecialtyhospital.com/,150,6,0.9806243146738990,1,208.232.75.190,114,68.4,1.0864955983957400,Yes
TEXAS HEALTH HOSPITAL CLEARFORK,5400 CLEARFORK MAIN ST,FORT WORTH,TX,76109,GENERAL ACUTE CARE,USA,32.707274823,-97.402127166,https://www.texashealth.org/clearfork/pages/default.aspx,141,54,0.03148875736086020,1,17.56.67.103,181,108.6,0.8385367232364570,No
SHANNON MEDICAL CENTER ST JOHNS CAMPUS,2018 PULLIAM STREET,SAN ANGELO,TX,76905,GENERAL ACUTE CARE,USA,31.471711703,-100.402443771,http://www.shannonhealth.com/,149,108,0.4528231514958560,1,38.164.107.212,128,76.8,2.0905473179354300,Yes
SHELTERING ARMS REHABILITATION HOSPITAL,8254 ATLEE ROAD,MECHANICSVILLE,VA,23116,REHABILITATION,USA,37.6276713290001,-77.3871322479999,NOT AVAILABLE,134,40,0.014104558972942500,1,54.240.59.57,125,75.0,0.9834967239309160,No
ST. LUKE'S MERIDIAN MEDICAL CENTER,520 S. EAGLE ROAD,MERIDIAN,ID,83642,SPECIAL,USA,43.5996965160001,-116.352608292,NOT AVAILABLE,45,-999,0.5640826476553620,0,147.34.201.253,168,100.8,0.0,No
ST. LUKE'S REGIONAL MEDICAL CENTER,190 EAST BANNOCK STREET,BOISE,ID,83712,GENERAL ACUTE CARE,USA,43.612565384,-116.192449186,NOT AVAILABLE,75,604,0.6840394360814400,0,44.153.101.195,198,118.8,1.9468729643081100,Yes
ST VINCENT FISHERS HOSPITAL INC,13861 OLIO ROAD,FISHERS,IN,46037,GENERAL ACUTE CARE,USA,39.9893360550001,-85.9166019689999,NOT AVAILABLE,94,46,0.8084597380001770,1,78.190.169.28,97,58.200000000000000,1.542507640873350,Yes
NAVAL HOSPITAL PENSACOLA,6000 WEST HIGHWAY 98,PENSACOLA,FL,32512,MILITARY,USA,30.3985699510001,-87.298615689,http://www.med.navy.mil/sites/pcola/pages/default.aspx,55,-999,0.19537924872067900,0,173.76.180.193,41,24.600000000000000,0.0,No
88TH MEDICAL GROUP - WRIGHT-PATTERSON AIR FORCE BASE MEDICAL CENTER,4881 SUGAR MAPLE DR,WRIGHT PATTERSON AFB,OH,45433,MILITARY,USA,39.8053478470001,-84.037407128,http://www.wpafb.af.mil/units/wpmc/index.asp,105,57,0.6202433127412530,0,224.89.197.130,84,50.4,1.4881970531960200,Yes
KINDRED HOSPITAL - TARRANT COUNTY,1000 NORTH COOPER STREET,ARLINGTON,TX,76011,LONG TERM CARE,USA,32.750559874,-97.114067807,http://www.kindredhospitalarl.com/,51,68,0.09553598656835190,0,197.127.60.49,51,30.600000000000000,1.899619845136030,Yes
VA MEDICAL CENTER - NEWINGTON CAMPUS,555 WILLARD AVE,NEWINGTON,CT,6111,MILITARY,USA,41.7016855900001,-72.7406164929999,http://www.connecticut.va.gov/,40,-999,0.8163194365475520,1,237.184.142.122,18,10.8,0.0,No
VA MEDICAL CENTER - ALVIN C. YORK CAMPUS,3400 LEBANON PIKE,MURFREESBORO,TN,37129,MILITARY,USA,35.9143077950001,-86.380614501,http://www.tennesseevalley.va.gov/,137,-999,0.19218887241039900,0,243.50.204.164,39,23.4,0.0,No
FANNIN REGIONAL HOSPITAL,2855 OLD HIGHWAY 5,BLUE RIDGE,GA,30513,GENERAL ACUTE CARE,USA,34.9177361430001,-84.374643197,http://www.fanninregionalhospital.com,110,50,0.7367236609313350,1,127.242.106.175,200,120.0,1.0593340526878900,Yes
CORNERSTONE HOSPITAL CONROE,1500 GRAND LAKE DRIVE,CONROE,TX,76208,LONG TERM CARE,USA,30.2820359130001,-95.465590633,http://www.chghospitals.com/conroe/,71,41,0.9487578127734540,1,29.113.45.219,25,15.0,7.4432677952756200,Yes
TUALITY FOREST GROVE HOSPITAL-ER,1809 MAPLE ST,FOREST GROVE,OR,97116,GENERAL ACUTE CARE,USA,45.5177801310001,-123.089475131,http://www.tuality.org/home/index.php/locations/hospitals/,133,48,0.9020366610762310,1,85.248.216.211,54,32.4,3.991713346541770,Yes
SAINT LUKE'S EAST HOSPITAL LEE'S SUMMIT,100 NE ST LUKES BLVD,LEE'S SUMMIT,MO,64086,GENERAL ACUTE CARE,USA,38.94189729,-94.3815285599999,https://www.saintlukeskc.org/locations/saint-lukes-east-hospital?utm_source=local-listing&utm_medium=organic&utm_campaign=website-link,133,203,0.5013220155429880,1,236.226.164.6,68,40.8,8.86022223422286,Yes
ALASKA VA HEALTHCARE SYSTEM,1201 N MULDOON RD,ANCHORAGE,AK,99504,MILITARY,USA,61.2327880230001,-149.744530504,http://www.alaska.va.gov/,105,50,0.8155391509900430,1,28.144.73.54,39,23.4,5.701764754105590,Yes
BAYLOR SPECIALTY HOSPITAL,3504 SWISS AVENUE,DALLAS,TX,75204,LONG TERM CARE,USA,32.791823164,-96.7816075109999,http://www.baylorhealth.com/physicianslocations/dallas/visitorsguide/mapslocations/pages/baylorspecialtyhospital.aspx,90,68,0.11328341303410700,1,14.156.120.60,23,13.800000000000000,10.0,Yes
LIFECARE HOSPITALS OF DALLAS,1950 RECORD CROSSING ROAD,DALLAS,TX,75235,LONG TERM CARE,USA,32.817240444,-96.848850285,http://www.lifecare-hospitals.com/hospital/dallas,139,60,0.07159308842478530,1,15.188.3.67,140,84.0,1.1267829387702200,Yes
SAGECREST HOSPITAL GRAPEVINE,4201 WILLIAM D TATE AVENUE,GROVES,TX,76051,LONG TERM CARE,USA,32.889526448,-97.098046283,http://www.ethicusgrapevine.com,60,60,0.405383209546862,1,92.70.198.91,41,24.600000000000000,3.677111592875750,Yes
ROLLING PLAINS MEMORIAL HOSPITAL,200 EAST ARIZONA AVENUE,SWEETWATER,TX,79556,GENERAL ACUTE CARE,USA,32.45321238,-100.397316659,http://www.rpmh.net,110,85,0.6767664828529480,1,249.232.213.162,119,71.4,1.755416721485160,Yes
ALLEGIANCE SPECIALTY HOSPITAL OF KILGORE,1612 SOUTH HENDERSON BOULEVARD,KILGORE,TX,75662,LONG TERM CARE,USA,32.373535824,-94.868044061,http://www.ahmgt.com,109,60,0.46569444874823500,1,199.119.212.144,92,55.200000000000000,1.8060198771781500,Yes
MESQUITE SPECIALTY HOSPITAL,1024 NORTH GALLOWAY AVENUE,MESQUITE,TX,75149,LONG TERM CARE,USA,32.7781339100001,-96.598659103,http://www.msh.ernesthealth.com,88,40,0.50253715560158,1,226.109.52.149,141,84.6,0.9971761724332980,No
PLANO SPECIALTY HOSPITAL,1621 COIT ROAD,PLANO,TX,75075,LONG TERM CARE,USA,33.0212375140001,-96.769073743,http://www.encore-healthcare.com/plano/index.aspx,52,43,0.8034095083368690,0,30.79.147.201,127,76.20000000000000,0.5942495837025380,No
LIFECARE HOSPITALS OF PLANO,6800 PRESTON ROAD,PLANO,TX,75024,LONG TERM CARE,USA,33.065491045,-96.795114975,http://lifecare-hospitals.com/hospital/plano,47,66,0.2912319592600780,0,84.77.227.236,165,99.0,0.303865137879197,No
PROMISE HOSPITAL OF WICHITA FALLS,1103 GRACE STREET,WICHITA FALLS,TX,76301,LONG TERM CARE,USA,33.9027583210001,-98.499395109,http://www.promise-wichitafalls.com/,115,31,0.8684296383722070,0,165.176.33.109,165,99.0,0.6160840162068160,No
METHODIST SOUTHLAKE HOSPITAL,421 EAST HIGHWAY 114,SOUTHLAKE,TX,76092,GENERAL ACUTE CARE,USA,32.9571804,-97.1452379839999,https://methodistsouthlake.com/,129,54,0.3826097940708790,1,120.152.160.69,200,120.0,0.9331798970354400,No
VIBRA SPECIALTY HOSPITAL,2700 WALKER WAY,DE SOTO,TX,75115,LONG TERM CARE,USA,32.6446529620001,-96.883478935,http://www.vibrahealthcare.com/,73,40,0.3922170321539510,0,105.30.30.23,164,98.40000000000000,0.34689508491827400,No
KINDRED HOSPITAL CLEAR LAKE,350 BLOSSOM STREET,WEBSTER,TX,77598,LONG TERM CARE,USA,29.543664796,-95.1277080689999,http://www.khclearlake.com/,146,110,0.3976470375203280,0,52.7.77.27,64,38.4,5.64451579306572,Yes
SOLARA HOSPITAL MCALLEN - EDINBURG,2655 CORNERSTONE BOULEVARD,EDINBURG,TX,78539,LONG TERM CARE,USA,26.26404819,-98.2008132669999,http://www.chghospitals.com/mcallen/,148,25,0.7216983433771560,0,171.77.214.125,134,80.4,0.6470425827427600,No
SETON MEDICAL CENTER HARKER HEIGHTS,850 WEST CENTRAL TEXAS EXPRESSWAY,HARKER HEIGHTS,TX,76548,GENERAL ACUTE CARE,USA,31.0726036840001,-97.682925427,http://setonharkerheights.net/,69,83,0.04405181923216520,0,206.249.147.101,170,102.0,0.2972565901235800,No
DELTA MEMORIAL HOSPITAL,811 HIGHWAY 65 SOUTH,DUMAS,AR,71639,GENERAL ACUTE CARE,USA,33.8732016650001,-91.480368524,NOT AVAILABLE,54,25,0.9126309054286290,0,140.243.36.5,50,30.0,1.2063154527143100,Yes
CEDAR CREST HOSPITAL,3500 IH 35 SOUTH,BELTON,TX,76513,PSYCHIATRIC,USA,31.02135915,-97.476806965,http://www.cedarcresthospital.com,91,88,0.5525148374128860,1,136.190.252.231,138,82.8,1.3602850506231700,Yes
BIG SPRING STATE HOSPITAL,1901 NORTH HIGHWAY 87,BIG SPRING,TX,79720,PSYCHIATRIC,USA,32.270524075,-101.497911641,http://www.dshs.state.tx.us/mhhospitals/bigspringsh/default.shtm,61,200,0.0601115599601324,1,224.113.131.113,107,64.20000000000000,2.0100491806652300,Yes
MAYHILL HOSPITAL,2809 SOUTH MAYHILL ROAD,DENTON,TX,76208,PSYCHIATRIC,USA,33.175792185,-97.086822382,http://www.mayhillhospital.com,119,60,0.6734811152986850,1,49.228.223.23,26,15.6,10.0,Yes
GLEN OAKS HOSPITAL,301 EAST DIVISION ST.,GREENVILLE,TX,75402,PSYCHIATRIC,USA,33.1236960310001,-96.08228748,http://www.glenoakshospital.com,115,54,0.43584914260233200,0,242.0.155.231,158,94.8,0.563422087724816,No
WEST OAKS HOSPITAL,6500 HORNWOOD DRIVE,HOUSTON,TX,77074,PSYCHIATRIC,USA,29.7092513650001,-95.498083998,http://www.westoakshospital.com,87,144,0.4968249278348400,1,156.81.180.68,147,88.20000000000000,1.5536325111199700,Yes
INTRACARE NORTH HOSPITAL,1120 CYPRESS STATION,HOUSTON,TX,77090,PSYCHIATRIC,USA,30.023656256,-95.440274925,http://www.intracare.org,87,90,0.8852251860099360,0,180.240.83.238,161,96.6,0.8621565920790780,No
SUN BEHAVIORAL HOUSTON,7601 FANNIN STREET,HOUSTON,TX,77054,PSYCHIATRIC,USA,29.690588431,-95.401081205,http://www.sunhouston.com/,112,148,0.5504777510684050,0,75.60.122.128,59,35.4,6.888919490938460,Yes
RECOVERY INNOVATIONS - RECOVERY RESPONSE CENTER,17506 RED OAK DRIVE,HOUSTON,TX,77090,PSYCHIATRIC,USA,30.02680386,-95.4499288439999,https://riinternational.com/,50,24,0.5346614699337940,0,171.212.217.101,33,19.800000000000000,1.7977868108775200,Yes
TEXAS HEALTH SEAY BEHAVIORAL HEALTH CENTER PLANO,6110 WEST PARKER ROAD,PLANO,TX,75093,PSYCHIATRIC,USA,33.0432927900001,-96.835096221,https://www.texashealth.org/behavioral-health/pages/default.aspx,89,48,0.6478808805379920,1,57.37.144.163,36,21.6,5.402129740680520,Yes
WILSON N JONES REGIONAL MEDICAL CENTER - BEHAVIORAL HEALTH SERVICES,1111 GALLAGHER ROAD,SHERMAN,TX,75090,PSYCHIATRIC,USA,33.673874067,-96.6044910909999,http://www.wnj.org/behavioral-health,141,20,0.1681717116449840,1,209.228.53.182,67,40.2,1.4565890116849700,Yes
NORTH TEXAS STATE HOSPITAL,4730 COLLEGE DRIVE,VERNON,TX,76384,PSYCHIATRIC,USA,34.1553529540001,-99.325982745,http://www.dshs.state.tx.us/mhhospitals/northtexassh/default.shtm,113,640,0.0018691913820334500,0,46.45.212.149,167,100.2,3.602513872267600,Yes
RED RIVER HOSPITAL,1505 8TH STREET,WICHITA FALLS,TX,76301,PSYCHIATRIC,USA,33.9063072480001,-98.501340634,http://www.redriverhospital.com,99,74,0.3411212099061740,0,220.164.129.131,182,109.2,0.47773968960469900,No
MEDICAL CITY GREEN OAKS HOSPITAL,7808 CLODUS FIELDS DRIVE,DALLAS,TX,75251,PSYCHIATRIC,USA,32.912804431,-96.771265285,http://www.greenoakspsych.com,85,124,0.27269146606947800,1,158.123.211.165,136,81.6,1.4278081513353900,Yes
OCEANS BEHAVIORAL HEALTHCARE OF LONGVIEW,615 CLINIC DRIVE,LONGVIEW,TX,75605,PSYCHIATRIC,USA,32.537334511,-94.73455975,http://oceanslongview.com/,53,24,0.4481706874203500,1,96.121.16.4,20,12.0,5.140752010376840,Yes
SUNDANCE HOSPITAL,7000 US HIGHWAY 287,ARLINGTON,TX,76001,PSYCHIATRIC,USA,32.627997959,-97.1778511209999,NOT AVAILABLE,105,116,0.3252817358146120,0,221.76.36.59,17,10.2,10.0,Yes
THE MENNINGER CLINIC,12301 SOUTH MAIN STREET,HOUSTON,TX,77035,PSYCHIATRIC,USA,29.6463701390001,-95.4575801889999,http://www.menningerclinic.com/,145,120,0.11828292871336700,0,7.201.210.145,163,97.8,0.9687228060205280,No
ADVENTHEALTH DEHAVIORAL HEALTH CENTER,2407 SOUTH CLEAR CREEK ROAD,KILLEEN,TX,76549,PSYCHIATRIC,USA,31.111665311,-97.802741568,http://www.mplex.org/careservices/behavioralhealth.aspx,73,60,0.5371967383303260,0,62.122.42.166,140,84.0,0.5789725188250270,No
NIX BEHAVIORAL HEALTH CENTER,1975 BABCOCK RD,SAN ANTONIO,TX,78229,PSYCHIATRIC,USA,29.4996498310001,-98.576729485,https://nixhealth.com/home/departments-and-services/dep-and-services-behavioral-health?headerbar=3,95,73,0.05412588384021210,0,6.207.129.165,100,60.0,0.9902573863645500,No
NIX SPECIALTY HEALTH CENTER,4330 VANCE JACKSON,SAN ANTONIO,TX,78216,GENERAL ACUTE CARE,USA,29.515198373,-98.532696086,http://www.nixhealth.com,54,94,0.10982290227260200,1,26.208.235.77,191,114.6,0.7481627326252950,No
OCEANS BEHAVIORAL HOSPITAL OF KATY,455 PARK GROVE LANE,KATY,TX,77450,PSYCHIATRIC,USA,29.7779640970001,-95.7485404719999,http://oceanskaty.com/,128,48,0.236864009498284,1,180.212.90.93,179,107.40000000000000,0.884757441949396,No
ROCK SPRINGS,700 SOUTHEAST INNER LOOP,GEORGETOWN,TX,78626,PSYCHIATRIC,USA,30.606040652,-97.673464891,http://www.rockspringshealth.com/,40,72,0.6620765585874240,1,161.90.15.152,178,106.8,0.9572849653182040,No
KULA HOSPITAL,100 KEOKEA PLACE,KULA,HI,96790,GENERAL ACUTE CARE,USA,20.70140265,-156.35742963,http://www.hhsc.org,137,6,0.8911847401805270,1,172.26.128.51,98,58.8,1.064466450334610,Yes
HAWAII MEDICAL CENTER WEST,91-2141 FORT WEAVER RD,EWA BEACH,HI,96706,GENERAL ACUTE CARE,USA,21.372341052,-158.026815338,http://www.hawaiimedcen.com/hmc/westcampus.html,92,102,0.8483359149239950,1,46.28.194.134,101,60.600000000000000,2.201820475189020,Yes
SAMUEL MAHELONA MEMORIAL HOSPITAL,4800 KAWAIHAU RD,KAPAA,HI,96746,GENERAL ACUTE CARE,USA,22.08782195,-159.312875364,http://www.smmh.hhsc.org,130,80,0.4434411951143670,0,144.82.174.26,129,77.4,1.089723989447360,Yes
ENCOMPASS HEALTH REHABILITATION HOSPITAL OF ABILENE,6401 DIRECTORS PARKWAY,ABILENE,TX,79606,REHABILITATION,USA,32.37142823,-99.743846548,http://www.healthsouthabilene.com/,47,30,0.14761031615172000,1,13.28.231.173,52,31.2,1.2980408582731000,Yes
PAM REHABILITATION HOSPITAL OF ALLEN,1001 RAINTREE CIRCLE,ALLEN,TX,75013,REHABILITATION,USA,33.113074269,-96.676430304,http://www.warmsprings.org/our-facilities/outpatient-rehabilitation/warm-springs-rehabilitation-center-allen/,40,40,0.48939651448561200,0,234.1.185.131,54,32.4,1.0067772086221700,Yes
ENCOMPASS HEALTH REHABILITATION HOSPITAL OF ARLINGTON,3200 MATLOCK ROAD,ARLINGTON,TX,76015,REHABILITATION,USA,32.6937714800001,-97.118256235,http://www.healthsoutharlington.com,80,85,0.3848808017981540,0,93.210.154.120,172,103.2,0.5116820330125320,No
PAM REHABILITATION HOSPITAL OF BEAUMONT,3340 PLAZA 10 BOULEVARD,BEAUMONT,TX,77707,REHABILITATION,USA,30.0774179090001,-94.1378890509999,http://www.warmsprings.org/,95,61,0.18737468492819800,1,217.250.15.15,133,79.8,1.0486939064932200,Yes
ENCOMPASS HEALTH REHABILITATION HOSPITAL OF THE MID-CITIES,2304 STATE HIGHWAY 121,BEDFORD,TX,76021,REHABILITATION,USA,32.8453396510001,-97.1132573959999,http://www.healthsouthmidcities.com/,53,60,0.03276838376983400,0,154.52.122.159,133,79.8,0.26606855316405500,No
VIBRA REHABILITATION HOSPITAL OF AMARILLO,7200 WEST 9TH STREET,AMARILLO,TX,79106,REHABILITATION,USA,35.2067049500001,-101.920864973,http://www.khrehabamarillo.com/,68,44,0.9229565118599460,1,247.140.141.17,167,100.2,1.1104816463547100,Yes
SOUTH TEXAS REHABILITATION HOSPITAL,425 EAST ALTON GLOOR BOULEVARD,BROWNSVILLE,TX,78526,REHABILITATION,USA,25.9806431550001,-97.5105602199999,http://www.strh.ernesthealth.com,44,40,0.7572617085180090,1,160.185.32.245,159,95.4,0.975321825519811,No
ENCOMPASS HEALTH REHABILITATION HOSPITAL THE WOODLANDS,18550 INTERSTATE HIGHWAY 45 SOUTH,CONROE,TX,77304,REHABILITATION,USA,30.1856037370001,-95.454466953,http://www.healthsouththewoodlands.com/,117,84,0.7576438003701360,1,183.116.246.119,117,70.20000000000000,1.8759728973360700,Yes
TRUSTPOINT REHABILITATION HOSPITAL OF LUBBOCK,4302 PRINCETON STREET,LUBBOCK,TX,79415,REHABILITATION,USA,33.6170940160001,-101.903157041,http://trustpointhospital.com/,149,74,0.10595674678733600,0,199.106.137.235,35,21.0,10.0,Yes
SELECT REHABILITATION HOSPITAL OF SAN ANTONIO,19126 STONEHUE,SAN ANTONIO,TX,78258,REHABILITATION,USA,29.6282313190001,-98.4923585,http://www.sanantonio-rehab.com/,86,42,0.2753563110555600,0,150.62.14.43,32,19.2,5.036766697194450,Yes
CORPUS CHRISTI REHABILITATION HOSPITAL,5726 ESPLANADE DRVIE,CORPUS CHRISTI,TX,78414,REHABILITATION,USA,27.6884488360001,-97.378055478,http://ccrh.ernesthealth.com/,97,35,0.5677951300659690,1,133.197.206.223,57,34.2,2.2351988201200200,Yes
TEXAS REHABILITATION HOSPITAL OF FORT WORTH,425 ALABAMA AVENUE,FORT WORTH,TX,76104,REHABILITATION,USA,32.7407423130001,-97.34137684,NOT AVAILABLE,50,66,0.7044804224898310,0,139.60.116.133,34,20.4,4.317061433851610,Yes
REHAB CENTER AT RENAISSANCE,5403 DOCTORS DRIVE,EDINBURG,TX,78539,REHABILITATION,USA,26.2551870770001,-98.206333617,http://www.dhr-rgv.com/healthcare-services/rehabilitation-hospital,117,46,0.2211313020347190,1,73.153.124.11,75,45.0,1.9394545399062500,Yes
CECIL R BOMAR REHABILITATION CENTER,707 WOOD STREET,NACOGDOCHES,TX,75961,REHABILITATION,USA,31.6119748410001,-94.646652592,https://www.nacmem.org/cecil-bomar-rehabilitation-center/,126,21,0.953282585763204,1,216.0.90.203,114,68.4,1.2594206095944400,Yes
WEATHERFORD REHABILITATION HOSPITAL LLC,703 EUREKA ST,WEATHERFORD,TX,76086,REHABILITATION,USA,32.7506214160001,-97.787742641,http://www.weatherfordrehab.com/,72,26,0.5865111528209290,0,199.101.215.178,89,53.4,0.6214969600741430,No
TEXAS REHABILITATION HOSPITAL OF ARLINGTON,900 W ARBROOK BLVD,ARLINGTON,TX,76015,REHABILITATION,USA,32.6821216390001,-97.1193698229999,http://www.texasrehabarlington.com/,146,40,0.2075195592442610,0,136.187.180.0,185,111.0,0.34075353012939400,No
WISE REGIONAL HEALTH INPATIENT REHABILITATION,2000 SOUTH FM 51,DECATUR,TX,76234,REHABILITATION,USA,33.2178446630001,-97.59338257,https://www.wisehealthsystem.com/locations/inpatient-rehabilitation/,44,49,0.8091347510420800,0,201.75.197.93,179,107.40000000000000,0.49802402308024400,No
BAYLOR SCOTT AND WHITE THE HEART HOSPITAL DENTON,2801 SOUTH MAHILL ROAD,DENTON,TX,76208,SPECIAL,USA,33.1766214670001,-97.0873429169999,https://denton.thehearthospitalbaylor.com/pages/default.aspx,100,16,0.4822444340234300,0,107.2.2.89,198,118.8,0.29780577537877500,No
UGH PAIN AND SPINE,5445 LA BRANCH STREET,HOUSTON,TX,77004,SPECIAL,USA,29.7241795240001,-95.383959003,http://www.scasurgery.com,90,7,0.8439138141930500,0,210.142.81.250,83,49.8,0.548970987514583,No
BAYLOR SURGICAL HOSPITAL AT LAS COLINAS,400 WEST INTERSTATE 635,IRVING,TX,75063,SPECIAL,USA,32.912291773,-96.952213233,http://www.baylorlascolinas.com/,60,20,0.5217488475378920,1,211.230.154.232,83,49.8,1.0028060055176300,Yes
BAYLOR SCOTT AND WHITE PAVILION,1815 SOUTH 31ST STREET,TEMPLE,TX,76504,SPECIAL,USA,31.0815996060001,-97.362893575,http://www.sw.org/location/temple-pavilion,114,-999,0.6817422486465570,1,62.93.172.28,107,64.20000000000000,0.0,No
BEACON CHILDREN'S HOSPITAL,150 HOSPITAL DRIVE,LUVERNE,AL,36049,PSYCHIATRIC,USA,31.694588547,-86.26319151,http://beaconchildrenshospital.com/,137,28,0.5647595993434210,0,210.198.89.174,156,93.6,0.5013055794949260,No
THOMAS HOSPITAL,750 MORPHY AVENUE,FAIRHOPE,AL,36532,GENERAL ACUTE CARE,USA,30.5188790280001,-87.8894474369999,http://www.thomashospital.com,108,150,0.008380163459587480,0,68.140.31.238,170,102.0,0.782736794532562,No
LAKE MARTIN COMMUNITY HOSPITAL,201 MARIARDEN ROAD,DADEVILLE,AL,36853,GENERAL ACUTE CARE,USA,32.8185985690001,-85.7411399059999,http://www.lakemartincommunityhospital.com,129,46,0.1261513698616730,1,221.2.102.219,186,111.6,0.8013016840829550,No
FLOYD CHEROKEE MEDICAL CENTER,400 NORTHWOOD DRIVE,CENTRE,AL,35960,GENERAL ACUTE CARE,USA,34.161458302,-85.6510887759999,http://www.cherokeemedicalcenter.com,41,60,0.4641949159209520,0,190.112.129.246,67,40.2,0.9932172322234890,No
EASTPOINTE HOSPITAL,7400 ROPER LANE,DAPHNE,AL,36526,PSYCHIATRIC,USA,30.635289146,-87.895139097,http://www.altapointe.org/eastpointe.php,111,66,0.8310002355630350,0,103.194.113.99,137,82.20000000000000,0.9576174388961220,No
SOUTH BALDWIN REGIONAL MEDICAL CENTER,1613 NORTH MCKENZIE STREET,FOLEY,AL,36535,GENERAL ACUTE CARE,USA,30.425835684,-87.684685647,http://www.southbaldwinrmc.com,112,112,0.3611334806804230,1,48.192.183.22,108,64.8,2.174241485043760,Yes
STRAUB CLINIC AND HOSPITAL,888 SO KING ST,HONOLULU,HI,96813,GENERAL ACUTE CARE,USA,21.3028508190001,-157.850705906,http://www.straubhealth.org,117,111,0.5279763919411120,1,145.9.40.168,75,45.0,3.970654862637220,Yes
HAWAII STATE HOSPITAL,45-710 KEAAHALA RD,KANEOHE,HI,96744,PSYCHIATRIC,USA,21.405132488,-157.81585488,http://www.hshweb.health.state.hi.us,40,178,0.3459792392400200,1,174.4.32.178,65,39.0,3.0135550371085000,Yes
CHARLES GEORGE VA MEDICAL CENTER,1100 TUNNEL RD,ASHEVILLE,NC,28805,MILITARY,USA,35.588613788,-82.483540852,http://www.asheville.va.gov/,98,119,0.5415170463714090,0,191.229.229.150,108,64.8,1.6594092624022900,Yes
W. G. (BILL) HEFNER VA MEDICAL CENTER,1601 BRENNER AVE,SALISBURY,NC,28144,MILITARY,USA,35.6841998410001,-80.488157759,http://www.salisbury.va.gov/,75,159,0.31525053223117100,1,202.227.238.74,138,82.8,1.527321758449130,Yes
MERCY REHABILITATION SERVICES,638 SOUTH BLUFF ROAD,CLINTON,IA,52732,GENERAL ACUTE CARE,USA,41.840024289,-90.2137435659999,http://www.mercyclinton.com,78,-999,0.47208682192474500,1,43.105.201.100,153,91.8,0.0,No
LIFEWAYS HOSPITAL,8050 NORTHVIEW STREET,BOISE,ID,83704,PSYCHIATRIC,USA,43.6271813210001,-116.28246282,http://www.safehavenhealthcare.org/,98,16,0.8977761467405820,1,122.91.30.68,87,52.200000000000000,1.2366113892347100,Yes
PRESENCE SAINT JOSEPH HOSPITAL,2900 NORTH LAKE SHORE DRIVE,CHICAGO,IL,60657,GENERAL ACUTE CARE,USA,41.9338207050001,-87.637069094,http://www.presencehealth.org/presence-saint-joseph-hospital-chicago,91,500,0.6502655888167930,0,224.2.194.201,174,104.40000000000000,2.412411313514110,Yes
SONOMA VALLEY HOSPITAL,347 ANDRIEUX STREET,SONOMA,CA,95476,GENERAL ACUTE CARE,USA,38.288073866,-122.465010195,http://www.svh.com,48,75,0.7411789482385410,0,217.181.221.108,49,29.4,2.4530551134362200,Yes
LOMPOC VALLEY MEDICAL CENTER,1515 E. OCEAN AVENUE,LOMPOC,CA,93436,GENERAL ACUTE CARE,USA,34.640910994,-120.439532368,http://www.lompocvmc.com,110,60,0.3637076614744460,1,75.164.180.19,137,82.20000000000000,1.1702478137233500,Yes
SANTA BARBARA PSYCHIATRIC HEALTH FACILITY,315 CAMINO DEL REMEDIO,SANTA BARBARA,CA,93110,PSYCHIATRIC,USA,34.4441368990001,-119.780633298,http://www.countyofsb.org,40,16,0.5960262638459900,1,249.190.0.210,194,116.40000000000000,0.8216311808359740,No
DOCTORS HOSPITAL OF MANTECA,1205 EAST NORTH STREET,MANTECA,CA,95336,GENERAL ACUTE CARE,USA,37.801583018,-121.196916878,http://www.doctorsmanteca.com,66,73,0.8925342504717810,0,238.47.216.197,68,40.8,1.8934268714873300,Yes
WEST COVINA MEDICAL CENTER,725 SOUTH ORANGE AVENUE,WEST COVINA,CA,91790,GENERAL ACUTE CARE,USA,34.0713694450001,-117.944903005,NOT AVAILABLE,117,46,0.948055149014841,0,78.248.48.26,137,82.20000000000000,0.87229066790611,No
GLENDORA COMMUNITY HOSPITAL,150 WEST ROUTE 66,GLENDORA,CA,91740,GENERAL ACUTE CARE,USA,34.127487128,-117.865137942,http://www.evhmc.com/,59,128,0.04489808558136400,0,50.210.126.233,112,67.20000000000000,0.858616843244197,No
BOYS TOWN NATIONAL RESEARCH HOSPITAL,555 NORTH 30TH ST,OMAHA,NE,68131,CHILDREN,USA,41.264241294,-95.955888486,http://www.boystownhospital.org,135,31,0.263753201375023,1,54.78.25.14,108,64.8,1.130204789987920,Yes
MIDDLE PARK MEDICAL CENTER-GRANBY,1000 GRANBY PARK DRIVE SOUTH,GRANBY,CO,80446,GENERAL ACUTE CARE,USA,40.075728,-105.925792,http://www.mpmc.org/,43,25,0.6753375160770930,1,98.213.244.214,25,15.0,3.2265576469274400,Yes
COLLEGE MEDICAL CENTER HAWTHORNE CAMPUS,13300 SO. HAWTHORNE BOULEVARD,HAWTHORNE,CA,90250,GENERAL ACUTE CARE,USA,33.9117287980001,-118.352043939,http://www.collegemedicalcenter.com,124,64,0.497699435582296,0,81.3.56.26,45,27.0,5.69192242012311,Yes
